eee-asmt_abi

1,accuracy,0.9813765050137194
1,precision,1.0
1,recall,0.9813765050137194
1,f_score,0.9906006479443432

2,accuracy,0.9808701758997953
2,precision,0.999483870967742
2,recall,0.9813668667691651
2,f_score,0.9903422769489405

3,accuracy,0.9809967581782765
3,precision,0.999483870967742
3,recall,0.9814915128259637
3,f_score,0.9903422769489405

4,accuracy,0.980616690068015
4,precision,0.9990966074852047
4,recall,0.9814844300760164
4,f_score,0.9901483730193681

5,accuracy,0.9794771282868675
5,precision,0.9979351504542802
5,recall,0.9814628408627248
5,f_score,0.989566250212856

6,accuracy,0.9787163495167073
6,precision,0.9970310911061098
6,recall,0.9815711354729272
6,f_score,0.9891126418163141

7,accuracy,0.9771960770756613
7,precision,0.9954820371759607
7,recall,0.9815428142847417
7,f_score,0.9883350333444056

8,accuracy,0.9771954345260244
8,precision,0.9954817037592733
8,recall,0.9815431602864624
8,f_score,0.9883354454504036

9,accuracy,0.9755487410546951
9,precision,0.9936744186046512
9,recall,0.9816351771121349
9,f_score,0.9874270769823237

10,accuracy,0.9747887648607927
10,precision,0.9927711927981996
10,recall,0.9817439763458669
10,f_score,0.9869718116497923

