fff-asmt_stdnt

1,accuracy,0.5643710851846729
1,precision,0.5569318740442664
1,recall,0.9969339255887286
1,f_score,0.7058714987125418

2,accuracy,0.6755814061802248
2,precision,0.671801357853039
2,recall,0.9955016590856343
2,f_score,0.7936998477780337

3,accuracy,0.7055382022459038
3,precision,0.7046781191856213
3,recall,0.9925344949649929
3,f_score,0.8165867706571281

4,accuracy,0.7412939136625261
4,precision,0.7420421513746048
4,recall,0.9917454863336804
4,f_score,0.8417091230505184

5,accuracy,0.765046293607672
5,precision,0.7674858761688437
5,recall,0.990495829004249
5,f_score,0.8582070030964483

6,accuracy,0.7923926520267509
6,precision,0.7966734085586544
6,recall,0.9892711021763605
6,f_score,0.8765665274272226

7,accuracy,0.8182430329026351
7,precision,0.8239796706488844
7,recall,0.9885362550708343
7,f_score,0.8931949008338169

8,accuracy,0.8389490660912221
8,precision,0.8459962342464428
8,recall,0.9878233345955973
8,f_score,0.9062514716842476

9,accuracy,0.8604575430727814
9,precision,0.8696328817056797
9,recall,0.986276421485117
9,f_score,0.9198661283700877

10,accuracy,0.8724431188033515
10,precision,0.8824109170906894
10,recall,0.9859003859877985
10,f_score,0.9271020815456403

