ccc-asmt_stdnt_abd

1,accuracy,0.7379142723170455
1,precision,0.778251368307969
1,recall,0.9214105595242618
1,f_score,0.8289056959393181

2,accuracy,0.9096035619766122
2,precision,1.0
2,recall,0.9096035619766122
2,f_score,0.9526621899775357

3,accuracy,0.9085459826581632
3,precision,0.9988372093023254
3,recall,0.9095068474783691
3,f_score,0.9520788693377795

4,accuracy,0.8803568394562975
4,precision,0.9577729150923411
4,recall,0.9151166378817217
4,f_score,0.9305469058503114

5,accuracy,0.8562637657909995
5,precision,0.9257331978787681
5,recall,0.917163706531368
5,f_score,0.913830440231488

6,accuracy,0.8820017560401823
6,precision,0.9625508997219179
6,recall,0.9127323541821575
6,f_score,0.9328614927559997

7,accuracy,0.8767618776985595
7,precision,0.9538235887786236
7,recall,0.9144534806796569
7,f_score,0.928835249049875

8,accuracy,0.8742421686183903
8,precision,0.9533118390959909
8,recall,0.9124770950795433
8,f_score,0.9284009202348429

9,accuracy,0.884458293185291
9,precision,0.964995587717674
9,recall,0.9130155648264354
9,f_score,0.9346665224076263

10,accuracy,0.8751234500137404
10,precision,0.9531834325054257
10,recall,0.9134069285145413
10,f_score,0.9284962679413843

