ggg-asmt

1,accuracy,0.6283573351596372
1,precision,0.6308226481318655
1,recall,0.9843964076056239
1,f_score,0.7640626306062074

2,accuracy,0.784546406685322
2,precision,0.7933927515045591
2,recall,0.9836939057338254
2,f_score,0.8735738027652316

3,accuracy,0.7623390809919531
3,precision,0.7697953134355732
3,recall,0.9843326572235649
3,f_score,0.8600221368425123

4,accuracy,0.7623390809919531
4,precision,0.7697953134355732
4,recall,0.9843326572235649
4,f_score,0.8600221368425123

5,accuracy,0.7623390809919531
5,precision,0.7697953134355732
5,recall,0.9843326572235649
5,f_score,0.8600221368425123

6,accuracy,0.7623390809919531
6,precision,0.7697953134355732
6,recall,0.9843326572235649
6,f_score,0.8600221368425123

7,accuracy,0.7623390809919531
7,precision,0.7697953134355732
7,recall,0.9843326572235649
7,f_score,0.8600221368425123

8,accuracy,0.7623390809919531
8,precision,0.7697953134355732
8,recall,0.9843326572235649
8,f_score,0.8600221368425123

9,accuracy,0.7623390809919531
9,precision,0.7697953134355732
9,recall,0.9843326572235649
9,f_score,0.8600221368425123

10,accuracy,0.7623390809919531
10,precision,0.7697953134355732
10,recall,0.9843326572235649
10,f_score,0.8600221368425123

