ccc-asmt

1,accuracy,0.7674016735122315
1,precision,0.8164799578956501
1,recall,0.9187794037422521
1,f_score,0.852313629679902

2,accuracy,0.467560310955598
2,precision,0.4522426321557795
2,recall,0.9276100658448747
2,f_score,0.5513873497971099

3,accuracy,0.6511078601225004
3,precision,0.6724188565432729
3,recall,0.9231866395656783
3,f_score,0.7588027038001381

4,accuracy,0.48935803347611434
4,precision,0.47593984115783633
4,recall,0.9289265502664635
4,f_score,0.5966904627923852

5,accuracy,0.49951378803390456
5,precision,0.4878079631269987
5,recall,0.9283303321499989
5,f_score,0.6109816162564714

6,accuracy,0.5130726648390845
6,precision,0.5038165825080113
6,recall,0.9282502829689163
6,f_score,0.6275628240114393

7,accuracy,0.5081973256126002
7,precision,0.49787509821290055
7,recall,0.9283959494401589
7,f_score,0.6226734081177444

8,accuracy,0.5081973256126002
8,precision,0.49787509821290055
8,recall,0.9283959494401589
8,f_score,0.6226734081177444

9,accuracy,0.5081973256126002
9,precision,0.49787509821290055
9,recall,0.9283959494401589
9,f_score,0.6226734081177444

10,accuracy,0.5081973256126002
10,precision,0.49787509821290055
10,recall,0.9283959494401589
10,f_score,0.6226734081177444

