module,attributes,sample,metric,score
ddd,stdnt_abi,non-smote,accuracy,0.8436653626241348
ddd,stdnt_abi,non-smote,fscore,0.9066381508595871
ddd,stdnt_abi,non-smote,precision,0.8870111057460164
ddd,stdnt_abi,non-smote,recall,0.9423734610123119
ddd,asmt_stdnt_abd,non-smote,accuracy,0.8391513692446585
ddd,asmt_stdnt_abd,non-smote,fscore,0.900397088021178
ddd,asmt_stdnt_abd,non-smote,precision,0.8759053597295993
ddd,asmt_stdnt_abd,non-smote,recall,0.9480836236933798
ddd,asmt_stdnt_abi,non-smote,accuracy,0.8454709599759254
ddd,asmt_stdnt_abi,non-smote,fscore,0.9074469833963504
ddd,asmt_stdnt_abi,non-smote,precision,0.8884596813133752
ddd,asmt_stdnt_abi,non-smote,recall,0.9429449948752989
eee,asmt,non-smote,accuracy,0.9853990914990266
eee,asmt,non-smote,fscore,0.9926458571662037
eee,asmt,non-smote,precision,1.0
eee,asmt,non-smote,recall,0.9853990914990266
eee,stdnt,non-smote,accuracy,0.9772874756651525
eee,stdnt,non-smote,fscore,0.9885132917623892
eee,stdnt,non-smote,precision,0.991768192295028
eee,stdnt,non-smote,recall,0.985279685966634
eee,abd,non-smote,accuracy,0.9558728098637248
eee,abd,non-smote,fscore,0.9769294605809129
eee,abd,non-smote,precision,0.9690484030293053
eee,abd,non-smote,recall,0.985929648241206
eee,abi,non-smote,accuracy,0.9613887086307592
eee,abi,non-smote,fscore,0.979808010592519
eee,abi,non-smote,precision,0.9746460322686862
eee,abi,non-smote,recall,0.9860093271152565
eee,asmt_stdnt,non-smote,accuracy,0.9558728098637248
eee,asmt_stdnt,non-smote,fscore,0.977268956363033
eee,asmt_stdnt,non-smote,precision,0.969706947645703
eee,asmt_stdnt,non-smote,recall,0.9852793576446972
eee,asmt_abd,non-smote,accuracy,0.9561972744970798
eee,asmt_abd,non-smote,fscore,0.9770992366412213
eee,asmt_abd,non-smote,precision,0.9693776753375041
eee,asmt_abd,non-smote,recall,0.9859343603482921
eee,asmt_abi,non-smote,accuracy,0.9523036988968202
eee,asmt_abi,non-smote,fscore,0.9750581975390755
eee,asmt_abi,non-smote,precision,0.9654264076391176
eee,asmt_abi,non-smote,recall,0.9858776059179556
eee,stdnt_abd,non-smote,accuracy,0.9623621025308241
eee,stdnt_abd,non-smote,fscore,0.9804829639431029
eee,stdnt_abd,non-smote,precision,0.9759631215014817
eee,stdnt_abd,non-smote,recall,0.9857000332557366
eee,stdnt_abi,non-smote,accuracy,0.9646333549643089
eee,stdnt_abi,non-smote,fscore,0.9816619857921691
eee,stdnt_abi,non-smote,precision,0.9782680276588739
eee,stdnt_abi,non-smote,recall,0.9857332448573325
eee,asmt_stdnt_abd,non-smote,accuracy,0.9539260220635951
eee,asmt_stdnt_abd,non-smote,fscore,0.9752285951787198
eee,asmt_stdnt_abd,non-smote,precision,0.9657556799473165
eee,asmt_stdnt_abd,non-smote,recall,0.987209693705823
eee,asmt_stdnt_abi,non-smote,accuracy,0.9526281635301752
eee,asmt_stdnt_abi,non-smote,fscore,0.9753989361702128
eee,asmt_stdnt_abi,non-smote,precision,0.9660849522555153
eee,asmt_stdnt_abi,non-smote,recall,0.9855559287873699
fff,asmt,non-smote,accuracy,0.9832764952780693
fff,asmt,non-smote,fscore,0.9915677391620648
fff,asmt,non-smote,precision,1.0
fff,asmt,non-smote,recall,0.9832764952780693
fff,stdnt,non-smote,accuracy,0.9616998950682056
fff,stdnt,non-smote,fscore,0.980203317281969
fff,stdnt,non-smote,precision,0.9775228439938638
fff,stdnt,non-smote,recall,0.9834261558075555
fff,abd,non-smote,accuracy,0.9615687303252886
fff,abd,non-smote,fscore,0.9793158845973626
fff,abd,non-smote,precision,0.9757887013939839
fff,abd,non-smote,recall,0.9849861980744631
fff,abi,non-smote,accuracy,0.9667497376705142
fff,abi,non-smote,fscore,0.9817356172159337
fff,abi,non-smote,precision,0.9805242446475022
fff,abi,non-smote,recall,0.9855859479753285
fff,asmt_stdnt,non-smote,accuracy,0.9552728226652676
fff,asmt_stdnt,non-smote,fscore,0.9761632981937823
fff,asmt_stdnt,non-smote,precision,0.9696525045021009
fff,asmt_stdnt,non-smote,recall,0.9846258042668473
fff,asmt_abd,non-smote,accuracy,0.9602570828961176
fff,asmt_abd,non-smote,fscore,0.978700602813128
fff,asmt_abd,non-smote,precision,0.9745881411325286
fff,asmt_abd,non-smote,recall,0.9848352092741121
fff,asmt_abi,non-smote,accuracy,0.9639296956977964
fff,asmt_abi,non-smote,fscore,0.9804078903376797
fff,asmt_abi,non-smote,precision,0.9779230307476823
fff,asmt_abi,non-smote,recall,0.9852832470936093
fff,stdnt_abd,non-smote,accuracy,0.9619622245540399
fff,stdnt_abd,non-smote,fscore,0.9795549606826167
fff,stdnt_abd,non-smote,precision,0.9762555859401054
fff,stdnt_abd,non-smote,recall,0.9849269901083373
fff,stdnt_abi,non-smote,accuracy,0.9651757607555089
fff,stdnt_abi,non-smote,fscore,0.9813614803928118
fff,stdnt_abi,non-smote,precision,0.9797905689321683
fff,stdnt_abi,non-smote,recall,0.9847164499262636
fff,asmt_stdnt_abd,non-smote,accuracy,0.9635362014690452
fff,asmt_stdnt_abd,non-smote,fscore,0.9801692137912584
fff,asmt_stdnt_abd,non-smote,precision,0.9774561462015607
fff,asmt_stdnt_abd,non-smote,recall,0.9853425670678411
fff,asmt_stdnt_abi,non-smote,accuracy,0.9649790136411333
fff,asmt_stdnt_abi,non-smote,fscore,0.981055163887868
fff,asmt_stdnt_abi,non-smote,precision,0.9791902888014407
fff,asmt_stdnt_abi,non-smote,recall,0.9851036704019325
ggg,asmt,non-smote,accuracy,0.9777624942686841
ggg,asmt,non-smote,fscore,0.9887562304393184
ggg,asmt,non-smote,precision,1.0
ggg,asmt,non-smote,recall,0.9777624942686841
ggg,stdnt,non-smote,accuracy,0.9777624942686841
ggg,stdnt,non-smote,fscore,0.9887562304393184
ggg,stdnt,non-smote,precision,1.0
ggg,stdnt,non-smote,recall,0.9777624942686841
ggg,abd,non-smote,accuracy,0.9527739569005044
ggg,abd,non-smote,fscore,0.9754550792718731
ggg,abd,non-smote,precision,0.9737397420867526
ggg,abd,non-smote,recall,0.9778667294560867
ggg,abi,non-smote,accuracy,0.9630903255387437
ggg,abi,non-smote,fscore,0.9802454704850965
ggg,abi,non-smote,precision,0.9831184056271981
ggg,abi,non-smote,recall,0.9792153199439514
ggg,asmt_stdnt,non-smote,accuracy,0.9704264099037139
ggg,asmt_stdnt,non-smote,fscore,0.9847550331665309
ggg,asmt_stdnt,non-smote,precision,0.9920281359906213
ggg,asmt_stdnt,non-smote,recall,0.9780397595931577
ggg,asmt_abd,non-smote,accuracy,0.9541494727189362
ggg,asmt_abd,non-smote,fscore,0.976056338028169
ggg,asmt_abd,non-smote,precision,0.9749120750293083
ggg,asmt_abd,non-smote,recall,0.9781227946365562
ggg,asmt_abi,non-smote,accuracy,0.9656121045392022
ggg,asmt_abi,non-smote,fscore,0.9815549848237217
ggg,asmt_abi,non-smote,precision,0.9856975381008206
ggg,asmt_abi,non-smote,recall,0.9792685767528535
ggg,stdnt_abd,non-smote,accuracy,0.9571297569922054
ggg,stdnt_abd,non-smote,fscore,0.9772567409144197
ggg,stdnt_abd,non-smote,precision,0.9772567409144197
ggg,stdnt_abd,non-smote,recall,0.9788633161108502
ggg,stdnt_abi,non-smote,accuracy,0.9502521779000459
ggg,stdnt_abi,non-smote,fscore,0.9730429664508534
ggg,stdnt_abi,non-smote,precision,0.9690504103165299
ggg,stdnt_abi,non-smote,recall,0.9798482693219536
ggg,asmt_stdnt_abd,non-smote,accuracy,0.9619440623567171
ggg,asmt_stdnt_abd,non-smote,fscore,0.9792909792909793
ggg,asmt_stdnt_abd,non-smote,precision,0.981242672919109
ggg,asmt_stdnt_abd,non-smote,recall,0.979864200421447
ggg,asmt_stdnt_abi,non-smote,accuracy,0.9534617148097203
ggg,asmt_stdnt_abi,non-smote,fscore,0.9747326360324362
ggg,asmt_stdnt_abi,non-smote,precision,0.9723329425556858
ggg,asmt_stdnt_abi,non-smote,recall,0.9799149338374291
zzz,asmt,non-smote,accuracy,0.9473286290322581
zzz,asmt,non-smote,fscore,0.9729519865407015
zzz,asmt,non-smote,precision,1.0
zzz,asmt,non-smote,recall,0.9473286290322581
zzz,stdnt,non-smote,accuracy,0.9305695564516129
zzz,stdnt,non-smote,fscore,0.9634499423122973
zzz,stdnt,non-smote,precision,0.9811563359049392
zzz,stdnt,non-smote,recall,0.9474247548914673
zzz,abd,non-smote,accuracy,0.8960433467741935
zzz,abd,non-smote,fscore,0.942113506848402
zzz,abd,non-smote,precision,0.9400771481777068
zzz,abd,non-smote,recall,0.9496775060467616
zzz,abi,non-smote,accuracy,0.891549059139785
zzz,abi,non-smote,fscore,0.9392737803519715
zzz,abi,non-smote,precision,0.9347344151813426
zzz,abi,non-smote,recall,0.9499819754866619
zzz,asmt_stdnt,non-smote,accuracy,0.8973454301075269
zzz,asmt_stdnt,non-smote,fscore,0.9433811536797257
zzz,asmt_stdnt,non-smote,precision,0.9424714019686087
zzz,asmt_stdnt,non-smote,recall,0.9488238182386287
zzz,asmt_abd,non-smote,accuracy,0.8785492271505376
zzz,asmt_abd,non-smote,fscore,0.9309384822631342
zzz,asmt_abd,non-smote,precision,0.9192161035736455
zzz,asmt_abd,non-smote,recall,0.9509437424030457
zzz,asmt_abi,non-smote,accuracy,0.8895749327956989
zzz,asmt_abi,non-smote,fscore,0.9378541155476243
zzz,asmt_abi,non-smote,precision,0.9320741331914516
zzz,asmt_abi,non-smote,recall,0.9504046295040462
zzz,stdnt_abd,non-smote,accuracy,0.8898899529569892
zzz,stdnt_abd,non-smote,fscore,0.9382449020547868
zzz,stdnt_abd,non-smote,precision,0.9328057107386716
zzz,stdnt_abd,non-smote,recall,0.9500553184763711
zzz,stdnt_abi,non-smote,accuracy,0.8963163642473119
zzz,stdnt_abi,non-smote,fscore,0.9419254485861897
zzz,stdnt_abi,non-smote,precision,0.939722443912388
zzz,stdnt_abi,non-smote,recall,0.9502768623758603
zzz,asmt_stdnt_abd,non-smote,accuracy,0.8871177755376344
zzz,asmt_stdnt_abd,non-smote,fscore,0.9364781559903511
zzz,asmt_stdnt_abd,non-smote,precision,0.9295025272678904
zzz,asmt_stdnt_abd,non-smote,recall,0.9502527026720757
zzz,asmt_stdnt_abi,non-smote,accuracy,0.8824764784946236
zzz,asmt_stdnt_abi,non-smote,fscore,0.9330704250599386
zzz,asmt_stdnt_abi,non-smote,precision,0.9231621885253171
zzz,asmt_stdnt_abi,non-smote,recall,0.9513387553687289
aaa,asmt,smote,accuracy,0.43796610169491523
aaa,asmt,smote,fscore,0.5851318944844125
aaa,asmt,smote,precision,0.4280701754385965
aaa,asmt,smote,recall,0.9775641025641025
aaa,stdnt,smote,accuracy,0.8759322033898305
aaa,stdnt,smote,fscore,0.9307720188474085
aaa,stdnt,smote,precision,0.9010526315789473
aaa,stdnt,smote,recall,0.9683257918552036
aaa,abd,smote,accuracy,0.8691525423728813
aaa,abd,smote,fscore,0.9249271137026239
aaa,abd,smote,precision,0.8905263157894737
aaa,abd,smote,recall,0.9716692189892803
aaa,abi,smote,accuracy,0.8650847457627119
aaa,abi,smote,fscore,0.9249271137026239
aaa,abi,smote,precision,0.8905263157894737
aaa,abi,smote,recall,0.9672256097560976
aaa,asmt_stdnt,smote,accuracy,0.9254237288135593
aaa,asmt_stdnt,smote,fscore,0.9594356261022927
aaa,asmt_stdnt,smote,precision,0.9543859649122807
aaa,asmt_stdnt,smote,recall,0.9679715302491103
aaa,asmt_abd,smote,accuracy,0.8664406779661017
aaa,asmt_abd,smote,fscore,0.9245351804593511
aaa,asmt_abd,smote,precision,0.8898245614035087
aaa,asmt_abd,smote,recall,0.9694189602446484
aaa,asmt_abi,smote,accuracy,0.8806779661016949
aaa,asmt_abi,smote,fscore,0.9327062228654125
aaa,asmt_abi,smote,precision,0.9045614035087719
aaa,asmt_abi,smote,recall,0.9699021820917983
aaa,stdnt_abd,smote,accuracy,0.920677966101695
aaa,stdnt_abd,smote,fscore,0.9564909798372834
aaa,stdnt_abd,smote,precision,0.9487719298245614
aaa,stdnt_abd,smote,recall,0.9684813753581661
aaa,stdnt_abi,smote,accuracy,0.8949152542372881
aaa,stdnt_abi,smote,fscore,0.9415141729458198
aaa,stdnt_abi,smote,precision,0.9207017543859649
aaa,stdnt_abi,smote,recall,0.9689807976366323
aaa,asmt_stdnt_abd,smote,accuracy,0.9111864406779661
aaa,asmt_stdnt_abd,smote,fscore,0.9509246088193457
aaa,asmt_stdnt_abd,smote,precision,0.9382456140350878
aaa,asmt_stdnt_abd,smote,recall,0.9688405797101449
aaa,asmt_stdnt_abi,smote,accuracy,0.9159322033898305
aaa,asmt_stdnt_abi,smote,fscore,0.9539007092198581
aaa,asmt_stdnt_abi,smote,precision,0.9438596491228071
aaa,asmt_stdnt_abi,smote,recall,0.9683225341972642
bbb,asmt,smote,accuracy,0.3661492374727669
bbb,asmt,smote,fscore,0.5214415139923495
bbb,asmt,smote,precision,0.3983389726238081
bbb,asmt,smote,recall,0.7770777077707771
bbb,stdnt,smote,accuracy,0.8434095860566448
bbb,stdnt,smote,fscore,0.9115968877361986
bbb,stdnt,smote,precision,0.9460166102737619
bbb,stdnt,smote,recall,0.8850359712230216
bbb,abd,smote,accuracy,0.8050108932461874
bbb,abd,smote,fscore,0.888283378746594
bbb,abd,smote,precision,0.9024915410642879
bbb,abd,smote,recall,0.8802880288028803
bbb,abi,smote,accuracy,0.7991557734204793
bbb,abi,smote,fscore,0.8844839371155161
bbb,abi,smote,precision,0.8955705936634881
bbb,abi,smote,recall,0.8797401420154102
bbb,asmt_stdnt,smote,accuracy,0.6188725490196079
bbb,asmt_stdnt,smote,fscore,0.7595642259944262
bbb,asmt_stdnt,smote,precision,0.6916333435865888
bbb,asmt_stdnt,smote,recall,0.8499338499338499
bbb,asmt_abd,smote,accuracy,0.8333333333333334
bbb,asmt_abd,smote,fscore,0.9064919594997022
bbb,asmt_abd,smote,precision,0.9363272839126423
bbb,asmt_abd,smote,recall,0.8825746593215424
bbb,asmt_abi,smote,accuracy,0.8082788671023965
bbb,asmt_abi,smote,fscore,0.8900476082520971
bbb,asmt_abi,smote,precision,0.9057213165179945
bbb,asmt_abi,smote,recall,0.8810592459605027
bbb,stdnt_abd,smote,accuracy,0.8193082788671024
bbb,stdnt_abd,smote,fscore,0.8971317014566752
bbb,stdnt_abd,smote,precision,0.9187942171639496
bbb,stdnt_abd,smote,recall,0.8820315960431123
bbb,stdnt_abi,smote,accuracy,0.746868191721133
bbb,stdnt_abi,smote,fscore,0.852589641434263
bbb,stdnt_abi,smote,precision,0.8392802214703168
bbb,stdnt_abi,smote,recall,0.870196140966353
bbb,asmt_stdnt_abd,smote,accuracy,0.7087418300653595
bbb,asmt_stdnt_abd,smote,fscore,0.8258992805755395
bbb,asmt_stdnt_abd,smote,precision,0.7945247616118117
bbb,asmt_stdnt_abd,smote,recall,0.8654716032836322
bbb,asmt_stdnt_abi,smote,accuracy,0.6482843137254902
bbb,asmt_stdnt_abi,smote,fscore,0.7803703396163747
bbb,asmt_stdnt_abi,smote,precision,0.7227007074746232
bbb,asmt_stdnt_abi,smote,recall,0.8576382551560504
ccc,asmt,smote,accuracy,0.7621313035204567
ccc,asmt,smote,fscore,0.8538713195201745
ccc,asmt,smote,precision,0.8125216188170183
ccc,asmt,smote,recall,0.9186546734454438
ccc,stdnt,smote,accuracy,0.7347499735701448
ccc,stdnt,smote,fscore,0.8304896142433235
ccc,stdnt,smote,precision,0.7744725008647527
ccc,stdnt,smote,recall,0.9239339752407153
ccc,abd,smote,accuracy,0.7870810867956444
