module,attributes,extraction,metric,score
aaa,asmt,pca,accuracy,0.9661016949152542
aaa,asmt,pca,fscore,0.0
aaa,asmt,pca,precision,0.0
aaa,asmt,pca,recall,0.0
aaa,stdnt,pca,accuracy,0.9640677966101695
aaa,stdnt,pca,fscore,0.0040595399188092015
aaa,stdnt,pca,precision,0.06
aaa,stdnt,pca,recall,0.3333333333333333
aaa,abd,pca,accuracy,0.9328813559322033
aaa,abd,pca,fscore,0.009446693657219974
aaa,abd,pca,precision,0.14
aaa,abd,pca,recall,0.1111111111111111
aaa,abi,pca,accuracy,0.9430508474576271
aaa,abi,pca,fscore,0.008102633355840648
aaa,abi,pca,precision,0.12
aaa,abi,pca,recall,0.13043478260869565
aaa,asmt_stdnt,pca,accuracy,0.9369491525423729
aaa,asmt_stdnt,pca,fscore,0.005409060175794456
aaa,asmt_stdnt,pca,precision,0.08
aaa,asmt_stdnt,pca,recall,0.0784313725490196
aaa,asmt_abd,pca,accuracy,0.9335593220338984
aaa,asmt_abd,pca,fscore,0.008102633355840648
aaa,asmt_abd,pca,precision,0.12
aaa,asmt_abd,pca,recall,0.1
aaa,asmt_abi,pca,accuracy,0.9383050847457627
aaa,asmt_abi,pca,fscore,0.012129380053908356
aaa,asmt_abi,pca,precision,0.18
aaa,asmt_abi,pca,recall,0.15254237288135594
aaa,stdnt_abd,pca,accuracy,0.9322033898305084
aaa,stdnt_abd,pca,fscore,0.01078894133513149
aaa,stdnt_abd,pca,precision,0.16
aaa,stdnt_abd,pca,recall,0.12121212121212122
aaa,stdnt_abi,pca,accuracy,0.9247457627118644
aaa,stdnt_abi,pca,fscore,0.008102633355840648
aaa,stdnt_abi,pca,precision,0.12
aaa,stdnt_abi,pca,recall,0.0821917808219178
aaa,asmt_stdnt_abd,pca,accuracy,0.9288135593220339
aaa,asmt_stdnt_abd,pca,fscore,0.005409060175794456
aaa,asmt_stdnt_abd,pca,precision,0.08
aaa,asmt_stdnt_abd,pca,recall,0.06349206349206349
aaa,asmt_stdnt_abi,pca,accuracy,0.9213559322033898
aaa,asmt_stdnt_abi,pca,fscore,0.006756756756756757
aaa,asmt_stdnt_abi,pca,precision,0.1
aaa,asmt_stdnt_abi,pca,recall,0.06578947368421052
bbb,asmt,pca,accuracy,0.8853485838779956
bbb,asmt,pca,fscore,0.0
bbb,asmt,pca,precision,0.0
bbb,asmt,pca,recall,0.0
bbb,stdnt,pca,accuracy,0.8846677559912854
bbb,stdnt,pca,fscore,0.0008166598611678236
bbb,stdnt,pca,precision,0.0035629453681710215
bbb,stdnt,pca,recall,0.2727272727272727
bbb,abd,pca,accuracy,0.8345588235294118
bbb,abd,pca,fscore,0.005160939834306669
bbb,abd,pca,precision,0.022565320665083134
bbb,abd,pca,recall,0.046228710462287104
bbb,abi,pca,accuracy,0.8601579520697168
bbb,abi,pca,fscore,0.0040766408479412965
bbb,abi,pca,precision,0.017814726840855107
bbb,abi,pca,recall,0.06976744186046512
bbb,asmt_stdnt,pca,accuracy,0.781318082788671
bbb,asmt_stdnt,pca,fscore,0.011642073913632056
bbb,asmt_stdnt,pca,precision,0.0510688836104513
bbb,asmt_stdnt,pca,recall,0.05058823529411765
bbb,asmt_abd,pca,accuracy,0.7885348583877996
bbb,asmt_abd,pca,fscore,0.008946726311508743
bbb,asmt_abd,pca,precision,0.039192399049881234
bbb,asmt_abd,pca,recall,0.04247104247104247
bbb,asmt_abi,pca,accuracy,0.6824618736383442
bbb,asmt_abi,pca,fscore,0.01647535449020932
bbb,asmt_abi,pca,precision,0.07244655581947744
bbb,asmt_abi,pca,recall,0.03784119106699752
bbb,stdnt_abd,pca,accuracy,0.8316993464052288
bbb,stdnt_abd,pca,fscore,0.009216589861751152
bbb,stdnt_abd,pca,precision,0.040380047505938245
bbb,stdnt_abd,pca,recall,0.0735930735930736
bbb,stdnt_abi,pca,accuracy,0.857979302832244
bbb,stdnt_abi,pca,fscore,0.006514657980456026
bbb,stdnt_abi,pca,precision,0.028503562945368172
bbb,stdnt_abi,pca,recall,0.0963855421686747
bbb,asmt_stdnt_abd,pca,accuracy,0.7822712418300654
bbb,asmt_stdnt_abd,pca,fscore,0.008136696501220505
bbb,asmt_stdnt_abd,pca,precision,0.035629453681710214
bbb,asmt_stdnt_abd,pca,recall,0.03671970624235006
bbb,asmt_stdnt_abi,pca,accuracy,0.818218954248366
