module,attributes,cluster,metric,score
eee,stdnt_abd,kmeans,accuracy,0.9847501622323167
eee,stdnt_abd,kmeans,fscore,0.0
eee,stdnt_abd,kmeans,precision,0.0
eee,stdnt_abd,kmeans,recall,0.0
eee,stdnt_abi,kmeans,accuracy,0.9831278390655419
eee,stdnt_abi,kmeans,fscore,0.0
eee,stdnt_abi,kmeans,precision,0.0
eee,stdnt_abi,kmeans,recall,0.0
eee,asmt_stdnt_abd,kmeans,accuracy,0.9834523036988968
eee,asmt_stdnt_abd,kmeans,fscore,0.0
eee,asmt_stdnt_abd,kmeans,precision,0.0
eee,asmt_stdnt_abd,kmeans,recall,0.0
eee,asmt_stdnt_abi,kmeans,accuracy,0.9837767683322518
eee,asmt_stdnt_abi,kmeans,fscore,0.0
eee,asmt_stdnt_abi,kmeans,precision,0.0
eee,asmt_stdnt_abi,kmeans,recall,0.0
fff,asmt,kmeans,accuracy,0.9832764952780693
fff,asmt,kmeans,fscore,0.0
fff,asmt,kmeans,precision,0.0
fff,asmt,kmeans,recall,0.0
fff,stdnt,kmeans,accuracy,0.9832764952780693
fff,stdnt,kmeans,fscore,0.0
fff,stdnt,kmeans,precision,0.0
fff,stdnt,kmeans,recall,0.0
fff,abd,kmeans,accuracy,0.9815057712486883
fff,abd,kmeans,fscore,0.0007866789038940606
fff,abd,kmeans,precision,0.023529411764705882
fff,abd,kmeans,recall,0.15384615384615385
fff,abi,kmeans,accuracy,0.9815057712486883
fff,abi,kmeans,fscore,0.00026229508196721314
fff,abi,kmeans,precision,0.00784313725490196
fff,abi,kmeans,recall,0.06451612903225806
fff,asmt_stdnt,kmeans,accuracy,0.9813090241343126
fff,asmt_stdnt,kmeans,fscore,0.0001311561413863204
fff,asmt_stdnt,kmeans,precision,0.00392156862745098
fff,asmt_stdnt,kmeans,recall,0.03125
fff,asmt_abd,kmeans,accuracy,0.9818336831059811
fff,asmt_abd,kmeans,fscore,0.001965537574526633
fff,asmt_abd,kmeans,precision,0.058823529411764705
fff,asmt_abd,kmeans,recall,0.28846153846153844
fff,asmt_abi,kmeans,accuracy,0.9819648478488983
fff,asmt_abi,kmeans,fscore,0.0009177318911832187
fff,asmt_abi,kmeans,precision,0.027450980392156862
fff,asmt_abi,kmeans,recall,0.20588235294117646
fff,stdnt_abd,kmeans,accuracy,0.9822271773347324
fff,stdnt_abd,kmeans,fscore,0.00039341682512622126
fff,stdnt_abd,kmeans,precision,0.011764705882352941
fff,stdnt_abd,kmeans,recall,0.13636363636363635
fff,stdnt_abi,kmeans,accuracy,0.9824895068205667
fff,stdnt_abi,kmeans,fscore,0.0001311561413863204
fff,stdnt_abi,kmeans,precision,0.00392156862745098
fff,stdnt_abi,kmeans,recall,0.07142857142857142
fff,asmt_stdnt_abd,kmeans,accuracy,0.9813090241343126
fff,asmt_stdnt_abd,kmeans,fscore,0.001048767697954903
fff,asmt_stdnt_abd,kmeans,precision,0.03137254901960784
fff,asmt_stdnt_abd,kmeans,recall,0.17391304347826086
fff,asmt_stdnt_abi,kmeans,accuracy,0.9817681007345226
fff,asmt_stdnt_abi,kmeans,fscore,0.0007866789038940606
fff,asmt_stdnt_abi,kmeans,precision,0.023529411764705882
fff,asmt_stdnt_abi,kmeans,recall,0.17142857142857143
ggg,asmt,kmeans,accuracy,0.9777624942686841
ggg,asmt,kmeans,fscore,0.0
ggg,asmt,kmeans,precision,0.0
ggg,asmt,kmeans,recall,0.0
ggg,stdnt,kmeans,accuracy,0.9777624942686841
ggg,stdnt,kmeans,fscore,0.0
ggg,stdnt,kmeans,precision,0.0
ggg,stdnt,kmeans,recall,0.0
ggg,abd,kmeans,accuracy,0.9770747363594682
ggg,abd,kmeans,fscore,0.0
ggg,abd,kmeans,precision,0.0
ggg,abd,kmeans,recall,0.0
ggg,abi,kmeans,accuracy,0.9779917469050894
ggg,abi,kmeans,fscore,0.0013745704467353953
ggg,abi,kmeans,precision,0.030927835051546393
ggg,abi,kmeans,recall,0.6
ggg,asmt_stdnt,kmeans,accuracy,0.9775332416322787
ggg,asmt_stdnt,kmeans,fscore,0.0
ggg,asmt_stdnt,kmeans,precision,0.0
ggg,asmt_stdnt,kmeans,recall,0.0
ggg,asmt_abd,kmeans,accuracy,0.9773039889958735
ggg,asmt_abd,kmeans,fscore,0.00045840018336007336
ggg,asmt_abd,kmeans,precision,0.010309278350515464
ggg,asmt_abd,kmeans,recall,0.25
ggg,asmt_abi,kmeans,accuracy,0.9779917469050894
ggg,asmt_abi,kmeans,fscore,0.0009165902841429881
ggg,asmt_abi,kmeans,precision,0.020618556701030927
ggg,asmt_abi,kmeans,recall,0.6666666666666666
ggg,stdnt_abd,kmeans,accuracy,0.9770747363594682
ggg,stdnt_abd,kmeans,fscore,0.0
ggg,stdnt_abd,kmeans,precision,0.0
ggg,stdnt_abd,kmeans,recall,0.0
ggg,stdnt_abi,kmeans,accuracy,0.9777624942686841
ggg,stdnt_abi,kmeans,fscore,0.0
ggg,stdnt_abi,kmeans,precision,0.0
ggg,stdnt_abi,kmeans,recall,0.0
ggg,asmt_stdnt_abd,kmeans,accuracy,0.9766162310866575
ggg,asmt_stdnt_abd,kmeans,fscore,0.0
ggg,asmt_stdnt_abd,kmeans,precision,0.0
ggg,asmt_stdnt_abd,kmeans,recall,0.0
ggg,asmt_stdnt_abi,kmeans,accuracy,0.9775332416322787
ggg,asmt_stdnt_abi,kmeans,fscore,0.0
ggg,asmt_stdnt_abi,kmeans,precision,0.0
ggg,asmt_stdnt_abi,kmeans,recall,0.0
zzz,asmt,kmeans,accuracy,0.9473286290322581
zzz,asmt,kmeans,fscore,0.0
zzz,asmt,kmeans,precision,0.0
zzz,asmt,kmeans,recall,0.0
zzz,stdnt,kmeans,accuracy,0.947286626344086
zzz,stdnt,kmeans,fscore,0.0
zzz,stdnt,kmeans,precision,0.0
zzz,stdnt,kmeans,recall,0.0
zzz,abd,kmeans,accuracy,0.9420362903225806
zzz,abd,kmeans,fscore,0.0018464120856063785
zzz,abd,kmeans,precision,0.017543859649122806
zzz,abd,kmeans,recall,0.12941176470588237
zzz,abi,kmeans,accuracy,0.9412592405913979
zzz,abi,kmeans,fscore,0.00172062865895881
zzz,abi,kmeans,precision,0.01634768740031898
zzz,abi,kmeans,recall,0.1105121293800539
zzz,asmt_stdnt,kmeans,accuracy,0.9426453293010753
zzz,asmt_stdnt,kmeans,fscore,0.0009236323943070658
zzz,asmt_stdnt,kmeans,precision,0.008771929824561403
zzz,asmt_stdnt,kmeans,recall,0.08239700374531835
zzz,asmt_abd,kmeans,accuracy,0.9344758064516129
zzz,asmt_abd,kmeans,fscore,0.003605718837784579
zzz,asmt_abd,kmeans,precision,0.0342902711323764
zzz,asmt_abd,kmeans,recall,0.1096938775510204
zzz,asmt_abi,kmeans,accuracy,0.9348328293010753
zzz,asmt_abi,kmeans,fscore,0.004065977825749796
zzz,asmt_abi,kmeans,precision,0.0386762360446571
zzz,asmt_abi,kmeans,recall,0.1229404309252218
zzz,stdnt_abd,kmeans,accuracy,0.9418052755376344
zzz,stdnt_abd,kmeans,fscore,0.001259287243420224
zzz,stdnt_abd,kmeans,precision,0.011961722488038277
zzz,stdnt_abd,kmeans,recall,0.09287925696594428
zzz,stdnt_abi,kmeans,accuracy,0.9427923387096774
zzz,stdnt_abi,kmeans,fscore,0.0009655954155208967
zzz,stdnt_abi,kmeans,precision,0.009170653907496013
zzz,stdnt_abi,kmeans,recall,0.08778625954198473
zzz,asmt_stdnt_abd,kmeans,accuracy,0.9415112567204301
zzz,asmt_stdnt_abd,kmeans,fscore,0.001804486036215615
zzz,asmt_stdnt_abd,kmeans,precision,0.0171451355661882
zzz,asmt_stdnt_abd,kmeans,recall,0.1184573002754821
zzz,asmt_stdnt_abi,kmeans,accuracy,0.9411752352150538
zzz,asmt_stdnt_abi,kmeans,fscore,0.001972179678157061
zzz,asmt_stdnt_abi,kmeans,precision,0.018740031897926633
zzz,asmt_stdnt_abi,kmeans,recall,0.12144702842377261
